15841	Publishing	Permanent Download	Cleared	US	11/7/2009	12/2/2009		Component	6986111		
15842	Distribution	Ad-Supported Streaming	Bundle Only	WWD	12/3/2009			Component	6986112		
15843	Distribution	Electronic Temp Usage	Bundle Only	WWD	12/3/2009			Component	6986112		
15844	Distribution	Permanent Download	Bundle Only	WWD	12/3/2009			Component	6986112		
15845	Master	Ad-Supported Streaming	Bundle Only	WWD	12/3/2009			Component	6986112		
15846	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009	12/2/2009		Component	6986112		
15847	Master	Electronic Temp Usage	Bundle Only	WWD	12/3/2009			Component	6986112		
15848	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009	12/2/2009		Component	6986112		
15849	Master	Permanent Download	Bundle Only	WWD	12/3/2009			Component	6986112		
15850	Master	Permanent Download	Cleared	WWD	11/2/2009	12/2/2009		Component	6986112		
15851	Publishing	Ad-Supported Streaming	Bundle Only	US	12/3/2009			Component	6986112		
15852	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009	12/2/2009		Component	6986112		
15853	Publishing	Electronic Temp Usage	Bundle Only	US	12/3/2009			Component	6986112		
15854	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009	12/2/2009		Component	6986112		
15855	Publishing	Permanent Download	Bundle Only	US	12/3/2009			Component	6986112		
15856	Publishing	Permanent Download	Cleared	US	11/7/2009	12/2/2009		Component	6986112		
15857	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986113		
15858	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986113		
15859	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986113		
15860	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986113		
15861	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986113		
15862	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986113		
15863	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986113		
15864	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986113		
15865	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986113		
15866	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986113		
15867	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986113		
15868	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986114		
15869	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986114		
15870	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986114		
15871	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986114		
15872	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986114		
15873	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986114		
15874	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986114		
15875	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986114		
15876	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986114		
15877	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986114		
15878	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986114		
15879	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986115		
15880	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986115		
15881	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986115		
15882	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986115		
15883	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986115		
15884	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986115		
15885	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986115		
15886	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986115		
15887	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986115		
15888	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986115		
15889	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986115		
15890	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986116		
15891	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986116		
15892	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986116		
15893	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986116		
15894	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986116		
15895	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986116		
15896	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986116		
15897	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986116		
15898	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986116		
15899	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986116		
15900	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986116		
15901	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986117		
15902	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986117		
15903	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986117		
15904	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986117		
15905	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986117		
15906	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986117		
15907	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986117		
15908	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986117		
15909	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986117		
15910	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986117		
15911	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986117		
15912	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986118		
15913	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986118		
15914	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986118		
15915	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986118		
15916	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986118		
15917	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986118		
15918	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986118		
15919	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986118		
15920	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986118		
15921	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986118		
15922	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986118		
15923	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986119		
15924	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986119		
15925	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986119		
15926	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986119		
15927	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986119		
15928	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986119		
15929	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986119		
15930	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986119		
15931	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986119		
15932	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986119		
15933	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986119		
15934	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986120		
15935	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986120		
15936	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986120		
15937	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986120		
15938	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986120		
15939	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986120		
15940	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986120		
15941	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986120		
15942	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986120		
15943	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986120		
15944	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986120		
15945	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986121		
15946	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986121		
15947	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986121		
15948	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986121		
15949	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986121		
15950	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986121		
15951	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986121		
15952	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986121		
15953	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986121		
15954	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986121		
15955	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986121		
15956	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986122		
15957	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986122		
15958	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986122		
15959	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986122		
15960	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986122		
15961	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986122		
15962	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986122		
15963	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986122		
15964	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986122		
15965	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986122		
15966	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986122		
15967	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986123		
15968	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986123		
15969	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986123		
15970	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986123		
15971	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986123		
15972	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986123		
15973	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986123		
15974	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986123		
15975	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986123		
15976	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986123		
15977	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986123		
15978	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986124		
15979	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986124		
15980	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986124		
15981	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986124		
15982	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986124		
15983	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986124		
15984	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986124		
15985	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986124		
15986	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986124		
15987	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986124		
15988	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986124		
15989	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986125		
15990	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986125		
15991	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986125		
15992	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986125		
15993	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986125		
15994	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986125		
15995	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986125		
15996	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986125		
15997	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986125		
15998	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986125		
15999	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986125		
16000	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986126		
16001	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986126		
16002	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986126		
16003	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986126		
16004	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986126		
16005	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986126		
16006	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986126		
16007	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986126		
16008	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986126		
16009	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986126		
16010	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986126		
16011	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986127		
16012	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986127		
16013	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986127		
16014	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986127		
16015	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986127		
16016	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986127		
16017	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986127		
16018	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986127		
16019	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986127		
16020	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986127		
16021	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986127		
16022	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986128		
16023	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986128		
16024	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986128		
16025	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986128		
16026	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986128		
16027	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986128		
16028	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986128		
16029	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986128		
16030	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986128		
16031	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986128		
16032	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986128		
16033	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986129		
16034	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986129		
16035	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986129		
16036	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986129		
16037	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986129		
16038	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986129		
16039	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986129		
16040	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986129		
16041	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986129		
16042	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986129		
16043	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986129		
16044	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986130		
16045	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986130		
16046	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986130		
16047	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986130		
16048	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986130		
16049	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986130		
16050	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986130		
16051	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986130		
16052	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986130		
16053	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986130		
16054	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986130		
16055	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986142		
16056	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986142		
16057	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986142		
16058	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986142		
16059	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986142		
16060	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986142		
16061	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986142		
16062	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986142		
16063	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986142		
16064	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986142		
16065	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986142		
16066	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986143		
16067	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986143		
16068	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986143		
16069	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986143		
16070	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986143		
16071	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986143		
16072	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986143		
16073	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986143		
16074	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986143		
16075	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986143		
16076	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986143		
16077	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986144		
16078	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986144		
16079	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986144		
16080	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986144		
16081	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986144		
16082	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986144		
16083	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986144		
16084	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986144		
16085	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986144		
16086	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986144		
16087	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986144		
16088	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986145		
16089	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986145		
16090	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986145		
16091	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986145		
16092	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986145		
16093	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986145		
16094	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986145		
16095	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986145		
16096	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986145		
16097	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986145		
16098	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986145		
16099	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986146		
16100	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986146		
16101	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986146		
16102	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986146		
16103	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986146		
16104	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986146		
16105	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986146		
16106	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986146		
16107	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986146		
16108	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986146		
16109	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986146		
16110	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986147		
16111	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986147		
16112	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986147		
16113	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986147		
16114	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986147		
16115	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986147		
16116	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986147		
16117	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986147		
16118	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986147		
16119	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986147		
16120	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986147		
16121	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986148		
16122	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986148		
16123	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986148		
16124	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986148		
16125	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986148		
16126	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986148		
16127	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986148		
16128	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986148		
16129	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986148		
16130	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986148		
16131	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986148		
16132	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986149		
16133	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986149		
16134	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986149		
16135	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986149		
16136	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986149		
16137	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986149		
16138	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986149		
16139	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986149		
16140	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986149		
16141	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986149		
16142	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986149		
16143	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986150		
16144	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986150		
16145	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986150		
16146	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986150		
16147	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986150		
16148	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986150		
16149	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986150		
16150	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986150		
16151	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986150		
16152	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986150		
16153	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986150		
16154	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986151		
16155	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986151		
16156	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986151		
16157	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986151		
16158	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986151		
16159	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986151		
16160	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986151		
16161	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986151		
16162	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986151		
16163	Publishing	Electronic Temp Usage	Cleared	US	11/7/2009			Component	6986151		
16164	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986151		
16165	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986152		
16166	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986152		
16167	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986152		
16168	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986152		
16169	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986152		
16170	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986152		
16171	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986152		
16172	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986152		
16173	Publishing	Permanent Download	Cleared	US	11/7/2009			Component	6986152		
16174	Distribution	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986153		
16175	Distribution	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986153		
16176	Distribution	Permanent Download	Cleared	US	11/7/2009			Component	6986153		
16177	Distribution	Permanent Download	Cleared	CL5832	11/2/2009			Component	6986153		
16178	Distribution	Permanent Download	Unknown	US	11/2/2009	11/6/2009		Component	6986153		
16179	Master	Ad-Supported Streaming	Cleared	WWD	11/2/2009			Component	6986153		
16180	Master	Electronic Temp Usage	Cleared	WWD	11/2/2009			Component	6986153		
16181	Master	Permanent Download	Cleared	WWD	11/2/2009			Component	6986153		
16182	Publishing	Ad-Supported Streaming	Cleared	US	11/7/2009			Component	6986153		
